Station,DIRN,Station-DIRN,Type,Signal Name,Latitude,Longitude,SignalLabel,SectionID
NDHI,DN,NDHI-DN,HS,HS,15.09438,76.58001,NDHI-DN-HS,45
NDHI,DN,NDHI-DN,STR,STR,15.10282,76.58105,NDHI-DN-STR,45
BNHT,DN,BNHT-DN,DS,DS,15.12754,76.6201,BNHT-DN-DS,45
BNHT,DN,BNHT-DN,HS,HS,15.1358,76.62393,BNHT-DN-HS,45
BNHT,DN,BNHT-DN,STR,STR,15.14761,76.62113,BNHT-DN-STR,45
BNHT,DN,BNHT-DN,LSSDS,LSSDS,15.15169,76.62016,BNHT-DN-LSSDS,45
GATE,DN,GATE-DN,GSDS,GSDS,15.16243,76.61773,GATE-DN-GSDS,45
GATE,DN,GATE-DN,GSDS,GSDS,15.17357,76.6206,GATE-DN-GSDS,45
GATE,DN,GATE-DN,GS,GS,15.18196,76.62911,GATE-DN-GS,45
TNGL,DN,TNGL-DN,DS,DS,15.19035,76.638,TNGL-DN-DS,45
TNGL,DN,TNGL-DN,HS,HS,15.19679,76.64485,TNGL-DN-HS,45
TNGL,DN,TNGL-DN,RHS,RHS,15.20314,76.65391,TNGL-DN-RHS,45
RDG,DN,RDG-DN,LSSDS,LSSDS,14.70349,76.85729,RDG-DN-LSSDS,22
GATE,DN,GATE-DN,GS,GS,14.69673,76.86072,GATE-DN-GS,22
ALAT,DN,ALAT-DN,DS,DS,14.68514,76.95691,ALAT-DN-DS,22
ALAT,DN,ALAT-DN,HS,HS,14.68732,76.96618,ALAT-DN-HS,22
ALAT,DN,ALAT-DN,STR,STR,14.69073,76.97797,ALAT-DN-STR,22
KYND,DN,KYND-DN,DS,DS,14.57752,77.10527,KYND-DN-DS,22
KYND,DN,KYND-DN,HS,HS,14.57054,77.1141,KYND-DN-HS,22
KYND,DN,KYND-DN,STR,STR,14.56787,77.1262,KYND-DN-STR,22
KRYP,DN,KRYP-DN,DS,DS,14.42785,77.18289,KRYP-DN-DS,22
KRYP,DN,KRYP-DN,HS,HS,14.42193,77.19044,KRYP-DN-HS,22
KRYP,DN,KRYP-DN,STR,STR,14.41189,77.19687,KRYP-DN-STR,22
KRYP,UP,KRYP-UP,STR,STR,14.41798,77.19299,KRYP-UP-STR,48
KYND,UP,KYND-UP,DS,DS,14.56074,77.13656,KYND-UP-DS,48
KYND,UP,KYND-UP,HS,HS,14.56711,77.13006,KYND-UP-HS,48
KYND,UP,KYND-UP,STR,STR,14.56951,77.11884,KYND-UP-STR,48
ALAT,UP,ALAT-UP,DS,DS,14.69456,76.99125,ALAT-UP-DS,48
ALAT,UP,ALAT-UP,HS,HS,14.69189,76.98204,ALAT-UP-HS,48
ALAT,UP,ALAT-UP,STR,STR,14.68874,76.97097,ALAT-UP-STR,48
GATE,UP,GATE-UP,DS,DS,14.68446,76.8671,GATE-UP-DS,48
GATE,UP,GATE-UP,GS,GS,14.69304,76.86132,GATE-UP-GS,48
RDG,UP,RDG-UP,HS,HS,14.70025,76.85886,RDG-UP-HS,48
